65,432,432
88,216,216
108,108,108
130,54,54
132,27,27
144,877,877
153,726,726
154,363,363
157,981,981
154,650,650
175,325,325
178,962,962
182,481,481
185,912,912
184,456,456
179,228,228
243,114,114
236,57,57
240,892,892
242,446,446
239,223,223
253,783,783
246,743,743
252,531,531
254,617,617
250,596,596
254,298,298
254,149,149
251,810,810
265,405,405
262,938,938
258,469,469
320,906,906
315,453,453
317,898,898
326,449,449
314,896,896
327,448,448
325,224,224
332,112,112
335,56,56
335,28,28
334,14,14
348,7,7
345,867,867
348,721,721
350,520,520
355,260,260
397,65,65
410,832,832
409,416,416
409,208,208
407,104,104
404,52,52
398,26,26
411,13,13
413,870,870
412,435,435
408,953,953
418,700,700
418,350,350
422,175,175
413,823,823
414,823,823
420,541,541
429,622,622
416,311,311
425,1019,1019
421,669,669
425,558,558
414,279,279
421,1003,1003
432,661,661
427,554,554
429,277,277
433,1002,1002
428,501,501
434,922,922
438,461,461
434,461,461
