0, 0.0, 0x0
1, 0.0, 0x0
2, 0.0, 0x0
3, 0.0, 0x0
4, 0.0, 0x0
5, 0.0, 0x0
6, 0.0, 0x0
7, 0.0, 0x0
8, 0.0, 0x0
9, 0.0, 0x0
10, 0.0, 0x0
11, 0.0, 0x0
12, 0.0, 0x0
13, 0.0, 0x0
14, 0.0, 0x0
15, 0.0, 0x0
16, 0.0, 0x0
17, 0.0, 0x0
18, 0.0, 0x0
19, 0.0, 0x0
20, 0.0, 0x0
21, 0.0, 0x0
22, 0.0, 0x0
23, 0.0, 0x0
24, 0.0, 0x0
25, 0.0, 0x0
26, 0.0, 0x0
27, 0.0, 0x0
28, 0.0, 0x0
29, 0.0, 0x0
30, 0.0, 0x0
31, 0.0, 0x0
32, 0.0, 0x0
33, 0.0, 0x0
34, 0.0, 0x0
35, 0.0, 0x0
36, 0.0, 0x0
37, 0.0, 0x0
38, 0.0, 0x0
39, 0.0, 0x0
40, 0.0, 0x0
41, 0.0, 0x0
42, 0.0, 0x0
43, 0.0, 0x0
44, 0.0, 0x0
45, 0.0, 0x0
46, 0.0, 0x0
47, 0.0, 0x0
48, 0.0, 0x0
49, 0.0, 0x0
50, 0.0, 0x0
51, 0.0, 0x0
52, 0.0, 0x0
53, 0.0, 0x0
54, 0.0, 0x0
55, 0.0, 0x0
56, 0.0, 0x0
57, 0.0, 0x0
58, 0.0, 0x0
59, 0.0, 0x0
60, 0.0, 0x0
61, 0.0, 0x0
62, 0.0, 0x0
63, 0.0, 0x0
64, 0.0, 0x0
65, 0.0, 0x0
66, 0.0, 0x0
67, 0.0, 0x0
68, 0.0, 0x0
69, 1.0, 0x1
70, 1.0, 0x1
71, 1.0, 0x1
72, 1.0, 0x1
73, 1.0, 0x1
74, 1.0, 0x1
75, 1.0, 0x1
76, 1.0, 0x1
77, 1.0, 0x1
78, 1.0, 0x1
79, 1.0, 0x1
80, 1.0, 0x1
81, 1.0, 0x1
82, 1.0, 0x1
83, 1.0, 0x1
84, 1.0, 0x1
85, 1.0, 0x1
86, 1.0, 0x1
87, 1.0, 0x1
88, 1.0, 0x1
89, 1.0, 0x1
90, 1.0, 0x1
91, 1.0, 0x1
92, 1.0, 0x1
93, 1.0, 0x1
94, 1.0, 0x1
95, 1.0, 0x1
96, 1.0, 0x1
97, 1.0, 0x1
98, 1.0, 0x1
99, 1.0, 0x1
100, 1.0, 0x1
101, 1.0, 0x1
102, 1.0, 0x1
103, 1.0, 0x1
104, 1.0, 0x1
105, 1.0, 0x1
106, 1.0, 0x1
107, 1.0, 0x1
108, 1.0, 0x1
109, 1.0, 0x1
110, 1.0, 0x1
111, 1.0, 0x1
112, 1.0, 0x1
113, 1.0, 0x1
114, 1.0, 0x1
115, 1.0, 0x1
116, 1.0, 0x1
117, 1.0, 0x1
