MR,00000000000000000000000000000001,0000000010,0002,1491
MR,00000000000000000000000000000002,0000000010,0002,1492
LR,00000000000000000000000000000003,0000000010,0002,1493
FR,00000000000000000000000000000000,0000000010,0003,1496
MR,00000000000000000000000000000001,0000000010,0003,1497
MR,00000000000000000000000000000002,0000000010,0003,1498
LR,00000000000000000000000000000003,0000000010,0003,1499
FR,00000000000000000000000000000000,0000000010,0001,1502
MR,00000000000000000000000000000001,0000000010,0001,1503
MR,00000000000000000000000000000002,0000000010,0001,1504
LR,00000000000000000000000000000003,0000000010,0001,1505
FR,00000000000000000000000000000000,0000000010,0000,1579
MR,00000000000000000000000000000001,0000000010,0000,1580
MR,00000000000000000000000000000002,0000000010,0000,1581
LR,00000000000000000000000000000003,0000000010,0000,1582
FR,00000000000000000000000000000000,0000000010,0004,1585
MR,00000000000000000000000000000001,0000000010,0004,1586
MR,00000000000000000000000000000002,0000000010,0004,1587
LR,00000000000000000000000000000003,0000000010,0004,1588
FR,00000000000000000000000000000000,0000000011,0000,1591
MR,00000000000000000000000000000001,0000000011,0000,1592
MR,00000000000000000000000000000002,0000000011,0000,1593
LR,00000000000000000000000000000003,0000000011,0000,1594
FR,00000000000000000000000000000000,0000000010,0005,1597
MR,00000000000000000000000000000001,0000000010,0005,1598
MR,00000000000000000000000000000002,0000000010,0005,1599
LR,00000000000000000000000000000003,0000000010,0005,1600
FR,00000000000000000000000000000000,0000000011,0003,1603
MR,00000000000000000000000000000001,0000000011,0003,1604
MR,00000000000000000000000000000002,0000000011,0003,1605
LR,00000000000000000000000000000003,0000000011,0003,1606
FR,00000000000000000000000000000000,0000000011,0001,1609
MR,00000000000000000000000000000001,0000000011,0001,1610
MR,00000000000000000000000000000002,0000000011,0001,1611
LR,00000000000000000000000000000003,0000000011,0001,1612
FR,00000000000000000000000000000000,0000000011,0005,1615
MR,00000000000000000000000000000001,0000000011,0005,1616
MR,00000000000000000000000000000002,0000000011,0005,1617
LR,00000000000000000000000000000003,0000000011,0005,1618
FR,00000000000000000000000000000000,0000000011,0002,1621
MR,00000000000000000000000000000001,0000000011,0002,1622
MR,00000000000000000000000000000002,0000000011,0002,1623
LR,00000000000000000000000000000003,0000000011,0002,1624
FR,00000000000000000000000000000000,0000000012,0000,1627
MR,00000000000000000000000000000001,0000000012,0000,1628
MR,00000000000000000000000000000002,0000000012,0000,1629
LR,00000000000000000000000000000003,0000000012,0000,1630
FR,00000000000000000000000000000000,0000000012,0001,1704
MR,00000000000000000000000000000001,0000000012,0001,1705
MR,00000000000000000000000000000002,0000000012,0001,1706
LR,00000000000000000000000000000003,0000000012,0001,1707
FR,00000000000000000000000000000000,0000000011,0004,1710
MR,00000000000000000000000000000001,0000000011,0004,1711
MR,00000000000000000000000000000002,0000000011,0004,1712
LR,00000000000000000000000000000003,0000000011,0004,1713
FR,00000000000000000000000000000000,0000000012,0002,1716
MR,00000000000000000000000000000001,0000000012,0002,1717
MR,00000000000000000000000000000002,0000000012,0002,1718
LR,00000000000000000000000000000003,0000000012,0002,1719
FR,00000000000000000000000000000000,0000000012,0004,1722
MR,00000000000000000000000000000001,0000000012,0004,1723
MR,00000000000000000000000000000002,0000000012,0004,1724
LR,00000000000000000000000000000003,0000000012,0004,1725
FR,00000000000000000000000000000000,0000000012,0003,1728
MR,00000000000000000000000000000001,0000000012,0003,1729
MR,00000000000000000000000000000002,0000000012,0003,1730
LR,00000000000000000000000000000003,0000000012,0003,1731
FR,00000000000000000000000000000000,0000000012,0005,1734
MR,00000000000000000000000000000001,0000000012,0005,1735
MR,00000000000000000000000000000002,0000000012,0005,1736
LR,00000000000000000000000000000003,0000000012,0005,1737
FR,00000000000000000000000000000000,0000000013,0001,1740
MR,00000000000000000000000000000001,0000000013,0001,1741
MR,00000000000000000000000000000002,0000000013,0001,1742
LR,00000000000000000000000000000003,0000000013,0001,1743
FR,00000000000000000000000000000000,0000000013,0002,1746
MR,00000000000000000000000000000001,0000000013,0002,1747
MR,00000000000000000000000000000002,0000000013,0002,1748
LR,00000000000000000000000000000003,0000000013,0002,1749
FR,00000000000000000000000000000000,0000000013,0003,1752
MR,00000000000000000000000000000001,0000000013,0003,1753
MR,00000000000000000000000000000002,0000000013,0003,1754
LR,00000000000000000000000000000003,0000000013,0003,1755
FR,00000000000000000000000000000000,0000000013,0000,1829
MR,00000000000000000000000000000001,0000000013,0000,1830
MR,00000000000000000000000000000002,0000000013,0000,1831
LR,00000000000000000000000000000003,0000000013,0000,1832
FR,00000000000000000000000000000000,0000000013,0004,1835
MR,00000000000000000000000000000001,0000000013,0004,1836
MR,00000000000000000000000000000002,0000000013,0004,1837
LR,00000000000000000000000000000003,0000000013,0004,1838
FR,00000000000000000000000000000000,0000000014,0000,1841
MR,00000000000000000000000000000001,0000000014,0000,1842
MR,00000000000000000000000000000002,0000000014,0000,1843
LR,00000000000000000000000000000003,0000000014,0000,1844
FR,00000000000000000000000000000000,0000000014,0002,1847
MR,00000000000000000000000000000001,0000000014,0002,1848
MR,00000000000000000000000000000002,0000000014,0002,1849
LR,00000000000000000000000000000003,0000000014,0002,1850
FR,00000000000000000000000000000000,0000000013,0005,1853
MR,00000000000000000000000000000001,0000000013,0005,1854
MR,00000000000000000000000000000002,0000000013,0005,1855
LR,00000000000000000000000000000003,0000000013,0005,1856
FR,00000000000000000000000000000000,0000000014,0001,1859
MR,00000000000000000000000000000001,0000000014,0001,1860
MR,00000000000000000000000000000002,0000000014,0001,1861
LR,00000000000000000000000000000003,0000000014,0001,1862
FR,00000000000000000000000000000000,0000000014,0004,1865
MR,00000000000000000000000000000001,0000000014,0004,1866
MR,00000000000000000000000000000002,0000000014,0004,1867
