76,54,54
98,363,363
176,962,962
192,228,228
212,446,446
225,531,531
228,149,149
247,469,469
263,449,449
264,112,112
373,7,7
375,260,260
381,416,416
384,26,26
392,953,953
389,823,823
448,311,311
445,279,279
458,277,277
460,461,461
471,672,672
475,42,42
475,954,954
483,899,899
486,140,140
493,728,728
496,845,845
502,648,648
509,840,840
517,852,852
513,389,389
520,452,452
571,428,428
593,714,714
599,916,916
603,393,393
604,788,788
609,385,385
626,116,116
634,439,439
634,287,287
647,629,629
658,507,507
669,971,971
670,1000,1000
683,862,862
686,573,573
693,671,671
752,589,589
757,664,664
761,841,841
769,824,824
762,851,851
783,129,129
784,100,100
781,438,438
794,371,371
794,163,163
803,190,190
809,515,515
806,148,148
813,441,441
816,791,791
823,309,309
880,903,903
882,316,316
882,707,707
889,152,152
886,873,873
899,826,826
906,907,907
908,1004,1004
910,750,750
919,550,550
919,330,330
918,940,940
931,746,746
924,918,918
935,337,337
933,242,242
