FLR,11223344556677881122334455667788,0000000001,0001,00000070
FLR,11223344556677881122334455667788,0000000002,0002,0000008A
FLR,11223344556677881122334455667788,0000000003,0003,00000096
FLR,11223344556677881122334455667788,0000000007,0007,000000B4
FLR,11223344556677881122334455667788,0000000008,0008,000000B7
FLR,11223344556677881122334455667788,0000000009,0009,000000BA
FLR,11223344556677881122334455667788,0000000004,0004,000000BD
FLR,11223344556677881122334455667788,0000000005,0005,000000C0
FLR,11223344556677881122334455667788,0000000006,0006,000000C3
FLR,11223344556677881122334455667788,000000000A,000A,000000C8
FLR,11223344556677881122334455667788,000000000B,000B,000000CC
FLR,11223344556677881122334455667788,000000000C,000C,000000DF
FLR,11223344556677881122334455667788,000000000D,000D,000000E2
FLR,11223344556677881122334455667788,000000000E,000E,000000E5
FLR,11223344556677881122334455667788,000000000F,000F,000000E8
FLR,11223344556677881122334455667788,0000000014,0014,0000010E
FLR,11223344556677881122334455667788,000000001C,001C,0000011C
FLR,11223344556677881122334455667788,000000001D,001D,00000122
FLR,11223344556677881122334455667788,000000001E,001E,00000125
FLR,11223344556677881122334455667788,0000000019,0019,00000128
FLR,11223344556677881122334455667788,0000000017,0017,0000012B
FLR,11223344556677881122334455667788,0000000018,0018,0000012E
FLR,11223344556677881122334455667788,0000000013,0013,00000131
FLR,11223344556677881122334455667788,0000000010,0010,00000134
FLR,11223344556677881122334455667788,0000000011,0011,00000137
FLR,11223344556677881122334455667788,0000000012,0012,0000013A
FLR,11223344556677881122334455667788,0000000015,0015,0000013D
FLR,11223344556677881122334455667788,0000000016,0016,00000140
FLR,11223344556677881122334455667788,000000001A,001A,00000143
FLR,11223344556677881122334455667788,000000001B,001B,00000146
FLR,11223344556677881122334455667788,000000001F,001F,00000149
FLR,11223344556677881122334455667788,0000000024,0024,0000015E
FLR,11223344556677881122334455667788,0000000021,0021,00000161
FLR,11223344556677881122334455667788,0000000020,0020,00000166
FLR,11223344556677881122334455667788,000000002F,002F,00000184
FLR,11223344556677881122334455667788,000000002D,002D,00000187
FLR,11223344556677881122334455667788,000000002A,002A,0000018A
FLR,11223344556677881122334455667788,0000000029,0029,0000018D
FLR,11223344556677881122334455667788,0000000022,0022,00000190
FLR,11223344556677881122334455667788,0000000023,0023,00000193
FLR,11223344556677881122334455667788,0000000025,0025,00000196
FLR,11223344556677881122334455667788,0000000026,0026,00000199
FLR,11223344556677881122334455667788,0000000027,0027,0000019C
FLR,11223344556677881122334455667788,0000000028,0028,0000019F
FLR,11223344556677881122334455667788,000000002B,002B,000001A2
FLR,11223344556677881122334455667788,000000002C,002C,000001A5
FLR,11223344556677881122334455667788,000000002E,002E,000001A8
FLR,11223344556677881122334455667788,000000003F,003F,000001BA
FLR,11223344556677881122334455667788,000000003E,003E,000001BE
FLR,11223344556677881122334455667788,000000003D,003D,000001C6
FLR,11223344556677881122334455667788,0000000038,0038,000001C9
FLR,11223344556677881122334455667788,0000000035,0035,000001CC
FLR,11223344556677881122334455667788,0000000036,0036,000001CF
FLR,11223344556677881122334455667788,0000000037,0037,000001D2
FLR,11223344556677881122334455667788,0000000039,0039,000001D5
FLR,11223344556677881122334455667788,0000000034,0034,000001D8
FLR,11223344556677881122334455667788,0000000030,0030,000001DB
FLR,11223344556677881122334455667788,0000000031,0031,000001DE
FLR,11223344556677881122334455667788,0000000032,0032,000001E1
FLR,11223344556677881122334455667788,0000000033,0033,000001E4
FLR,11223344556677881122334455667788,000000003A,003A,000001E7
FLR,11223344556677881122334455667788,000000003B,003B,000001EA
FLR,11223344556677881122334455667788,000000003C,003C,000001ED
