FLR,11223344556677881122334455667788,0000000000,0000,70
FLR,11223344556677881122334455667788,0000000001,0001,93
FLR,11223344556677881122334455667788,0000000002,0002,113
FLR,11223344556677881122334455667788,0000000009,0009,159
FLR,11223344556677881122334455667788,0000000003,0003,162
FLR,11223344556677881122334455667788,0000000004,0004,165
FLR,11223344556677881122334455667788,0000000005,0005,168
FLR,11223344556677881122334455667788,000000000F,000F,184
FLR,11223344556677881122334455667788,000000000E,000E,189
FLR,11223344556677881122334455667788,0000000006,0006,192
FLR,11223344556677881122334455667788,0000000007,0007,195
FLR,11223344556677881122334455667788,0000000008,0008,198
FLR,11223344556677881122334455667788,000000000A,000A,201
FLR,11223344556677881122334455667788,000000000B,000B,204
FLR,11223344556677881122334455667788,000000000C,000C,207
FLR,11223344556677881122334455667788,000000000D,000D,210
FLR,11223344556677881122334455667788,000000001F,001F,263
FLR,11223344556677881122334455667788,000000001E,001E,267
FLR,11223344556677881122334455667788,000000001C,001C,270
FLR,11223344556677881122334455667788,0000000019,0019,273
FLR,11223344556677881122334455667788,0000000016,0016,276
FLR,11223344556677881122334455667788,0000000017,0017,279
FLR,11223344556677881122334455667788,0000000014,0014,282
FLR,11223344556677881122334455667788,0000000011,0011,285
FLR,11223344556677881122334455667788,0000000012,0012,288
FLR,11223344556677881122334455667788,0000000013,0013,291
FLR,11223344556677881122334455667788,0000000010,0010,294
FLR,11223344556677881122334455667788,0000000015,0015,297
FLR,11223344556677881122334455667788,0000000018,0018,300
FLR,11223344556677881122334455667788,000000001A,001A,303
FLR,11223344556677881122334455667788,000000001B,001B,306
FLR,11223344556677881122334455667788,0000000024,0024,320
FLR,11223344556677881122334455667788,000000002C,002C,360
FLR,11223344556677881122334455667788,000000002A,002A,363
FLR,11223344556677881122334455667788,0000000026,0026,366
FLR,11223344556677881122334455667788,0000000021,0021,369
FLR,11223344556677881122334455667788,0000000022,0022,372
FLR,11223344556677881122334455667788,000000001D,001D,375
FLR,11223344556677881122334455667788,0000000020,0020,378
FLR,11223344556677881122334455667788,0000000023,0023,381
FLR,11223344556677881122334455667788,0000000025,0025,384
FLR,11223344556677881122334455667788,0000000027,0027,387
FLR,11223344556677881122334455667788,0000000028,0028,390
FLR,11223344556677881122334455667788,0000000029,0029,393
FLR,11223344556677881122334455667788,000000003E,003E,419
FLR,11223344556677881122334455667788,000000003F,003F,422
FLR,11223344556677881122334455667788,000000003A,003A,427
FLR,11223344556677881122334455667788,0000000039,0039,430
FLR,11223344556677881122334455667788,0000000036,0036,433
FLR,11223344556677881122334455667788,0000000035,0035,436
FLR,11223344556677881122334455667788,0000000034,0034,439
FLR,11223344556677881122334455667788,0000000032,0032,442
FLR,11223344556677881122334455667788,0000000033,0033,445
FLR,11223344556677881122334455667788,000000002B,002B,448
FLR,11223344556677881122334455667788,000000002D,002D,451
FLR,11223344556677881122334455667788,000000002E,002E,454
FLR,11223344556677881122334455667788,000000002F,002F,457
FLR,11223344556677881122334455667788,0000000030,0030,460
FLR,11223344556677881122334455667788,0000000031,0031,463
FLR,11223344556677881122334455667788,0000000037,0037,466
FLR,11223344556677881122334455667788,0000000038,0038,469
FLR,11223344556677881122334455667788,000000003B,003B,472
FLR,11223344556677881122334455667788,000000003C,003C,475
FLR,11223344556677881122334455667788,000000003D,003D,478
